,year,date,team,final
0,1986,1986 NFC Wild Card Game,LA Rams(10-6),7
1,1986,1986 NFC Wild Card Game,Washington(12-4),19
2,1986,1986 NFC Divisional Playoff Game,Washington(12-4),27
3,1986,1986 NFC Divisional Playoff Game,Chicago(14-2),13
4,1986,1986 NFC Championship Game,Washington(12-4),0
5,1986,1986 NFC Championship Game,NY Giants(14-2),17
6,1986,Sun 9/7,Philadelphia(0-1),14
7,1986,Sun 9/7,Washington(1-0),41
8,1986,Sun 9/14,LA Raiders(0-2),6
9,1986,Sun 9/14,Washington(2-0),10
10,1986,Sun 9/21,Washington(3-0),30
11,1986,Sun 9/21,San Diego(1-2),27
12,1986,Sun 9/28,Seattle(3-1),14
13,1986,Sun 9/28,Washington(4-0),19
14,1986,Sun 10/5,Washington(5-0),14
15,1986,Sun 10/5,New Orleans(1-4),6
16,1986,Sun 10/12,Washington(5-1),6
17,1986,Sun 10/12,Dallas(4-2),30
18,1986,Sun 10/19,St. Louis(1-6),21
19,1986,Sun 10/19,Washington(6-1),28
20,1986,Mon 10/27,Washington(6-2),20
21,1986,Mon 10/27,NY Giants(6-2),27
22,1986,Sun 11/2,Minnesota(5-4),38
23,1986,Sun 11/2,Washington(7-2),44
24,1986,Sun 11/9,Washington(8-2),16
25,1986,Sun 11/9,Green Bay(1-9),7
26,1986,Mon 11/17,San Francisco(6-4-1),6
27,1986,Mon 11/17,Washington(9-2),14
28,1986,Sun 11/23,Dallas(7-5),14
29,1986,Sun 11/23,Washington(10-2),41
30,1986,Sun 11/30,Washington(11-2),20
31,1986,Sun 11/30,St. Louis(3-10),17
32,1986,Sun 12/7,NY Giants(12-2),24
33,1986,Sun 12/7,Washington(11-3),14
34,1986,Sat 12/13,Washington(11-4),30
35,1986,Sat 12/13,Denver(11-4),31
36,1986,Sun 12/21,Washington(12-4),21
37,1986,Sun 12/21,Philadelphia(5-10-1),14
38,1986,"Sunday, August 10, 1986",Washington(0-1),7
39,1986,"Sunday, August 10, 1986",New England(2-0),18
40,1986,"Friday, August 15, 1986",Pittsburgh(0-2),24
41,1986,"Friday, August 15, 1986",Washington(1-1),27
42,1986,"Saturday, August 23, 1986",Washington(2-1),21
43,1986,"Saturday, August 23, 1986",Tampa Bay(0-3),13
44,1986,"Friday, August 29, 1986",Atlanta(2-2),21
45,1986,"Friday, August 29, 1986",Washington(3-1),29
