,year,date,team,final
0,1988,Mon 9/5,Washington(0-1),20
1,1988,Mon 9/5,NY Giants(1-0),27
2,1988,Sun 9/11,Pittsburgh(1-1),29
3,1988,Sun 9/11,Washington(1-1),30
4,1988,Sun 9/18,Philadelphia(1-2),10
5,1988,Sun 9/18,Washington(2-1),17
6,1988,Sun 9/25,Washington(2-2),21
7,1988,Sun 9/25,Phoenix(2-2),30
8,1988,Sun 10/2,NY Giants(3-2),24
9,1988,Sun 10/2,Washington(2-3),23
10,1988,Sun 10/9,Washington(3-3),35
11,1988,Sun 10/9,Dallas(2-4),17
12,1988,Sun 10/16,Phoenix(4-3),17
13,1988,Sun 10/16,Washington(4-3),33
14,1988,Sun 10/23,Washington(5-3),20
15,1988,Sun 10/23,Green Bay(2-6),17
16,1988,Sun 10/30,Washington(5-4),17
17,1988,Sun 10/30,Houston(6-3),41
18,1988,Sun 11/6,New Orleans(7-3),24
19,1988,Sun 11/6,Washington(6-4),27
20,1988,Sun 11/13,Chicago(9-2),34
21,1988,Sun 11/13,Washington(6-5),14
22,1988,Mon 11/21,Washington(6-6),21
23,1988,Mon 11/21,San Francisco(7-5),37
24,1988,Sun 11/27,Cleveland(8-5),17
25,1988,Sun 11/27,Washington(6-7),13
26,1988,Sun 12/4,Washington(7-7),20
27,1988,Sun 12/4,Philadelphia(8-6),19
28,1988,Sun 12/11,Dallas(3-12),24
29,1988,Sun 12/11,Washington(7-8),17
30,1988,Sat 12/17,Washington(7-9),17
31,1988,Sat 12/17,Cincinnati(12-4),20
32,1988,"Friday, August 5, 1988",Pittsburgh(1-0),44
33,1988,"Friday, August 5, 1988",Washington(0-1),31
34,1988,"Saturday, August 13, 1988",Washington(1-1),27
35,1988,"Saturday, August 13, 1988",Miami(1-2),10
36,1988,"Saturday, August 20, 1988",Washington(2-1),45
37,1988,"Saturday, August 20, 1988",LA Raiders(0-3),27
38,1988,"Saturday, August 27, 1988",Atlanta(2-2),17
39,1988,"Saturday, August 27, 1988",Washington(3-1),34
