,year,date,team,final
0,1992,1992 NFC Wild Card Game,Washington(9-7),24
1,1992,1992 NFC Wild Card Game,Minnesota(11-5),7
2,1992,1992 NFC Divisional Playoff Game,Washington(9-7),13
3,1992,1992 NFC Divisional Playoff Game,San Francisco(14-2),20
4,1992,Mon 9/7,Washington(0-1),10
5,1992,Mon 9/7,Dallas(1-0),23
6,1992,Sun 9/13,Atlanta(1-1),17
7,1992,Sun 9/13,Washington(1-1),24
8,1992,Sun 9/20,Detroit(1-2),10
9,1992,Sun 9/20,Washington(2-1),13
10,1992,Sun 10/4,Washington(2-2),24
11,1992,Sun 10/4,Phoenix(1-3),27
12,1992,Mon 10/12,Denver(4-2),3
13,1992,Mon 10/12,Washington(3-2),34
14,1992,Sun 10/18,Philadelphia(4-2),12
15,1992,Sun 10/18,Washington(4-2),16
16,1992,Sun 10/25,Washington(5-2),15
17,1992,Sun 10/25,Minnesota(5-2),13
18,1992,Sun 11/1,NY Giants(4-4),24
19,1992,Sun 11/1,Washington(5-3),7
20,1992,Sun 11/8,Washington(6-3),16
21,1992,Sun 11/8,Seattle(1-8),3
22,1992,Sun 11/15,Washington(6-4),16
23,1992,Sun 11/15,Kansas City(6-4),35
24,1992,Mon 11/23,Washington(6-5),3
25,1992,Mon 11/23,New Orleans(8-3),20
26,1992,Sun 11/29,Phoenix(3-9),3
27,1992,Sun 11/29,Washington(7-5),41
28,1992,Sun 12/6,Washington(8-5),28
29,1992,Sun 12/6,NY Giants(5-8),10
30,1992,Sun 12/13,Dallas(11-3),17
31,1992,Sun 12/13,Washington(9-5),20
32,1992,Sun 12/20,Washington(9-6),13
33,1992,Sun 12/20,Philadelphia(10-5),17
34,1992,Sat 12/26,LA Raiders(7-9),21
35,1992,Sat 12/26,Washington(9-7),20
36,1992,"Saturday, August 1, 1992",Washington(0-1),21
37,1992,"Saturday, August 1, 1992",Miami(1-0),22
38,1992,"Saturday, August 8, 1992",Washington(0-2),13
39,1992,"Saturday, August 8, 1992",NY Jets(2-0),14
40,1992,"Sunday, August 16, 1992",San Francisco(3-0),17
41,1992,"Sunday, August 16, 1992",Washington(0-3),15
42,1992,"Saturday, August 22, 1992",Washington(1-3),27
43,1992,"Saturday, August 22, 1992",LA Raiders(0-3),23
44,1992,"Saturday, August 29, 1992",Minnesota(4-0),30
45,1992,"Saturday, August 29, 1992",Washington(1-4),0
