,year,date,team,final
0,1996,Sun 9/1,Philadelphia(1-0),17
1,1996,Sun 9/1,Washington(0-1),14
2,1996,Sun 9/8,Chicago(1-1),3
3,1996,Sun 9/8,Washington(1-1),10
4,1996,Sun 9/15,Washington(2-1),31
5,1996,Sun 9/15,NY Giants(0-3),10
6,1996,Sun 9/22,Washington(3-1),17
7,1996,Sun 9/22,St. Louis(1-2),10
8,1996,Sun 9/29,NY Jets(0-5),16
9,1996,Sun 9/29,Washington(4-1),31
10,1996,Sun 10/13,Washington(5-1),27
11,1996,Sun 10/13,New England(3-3),22
12,1996,Sun 10/20,NY Giants(2-5),21
13,1996,Sun 10/20,Washington(6-1),31
14,1996,Sun 10/27,Indianapolis(5-3),16
15,1996,Sun 10/27,Washington(7-1),31
16,1996,Sun 11/3,Washington(7-2),13
17,1996,Sun 11/3,Buffalo(6-3),38
18,1996,Sun 11/10,Arizona(4-6),37
19,1996,Sun 11/10,Washington(7-3),34
20,1996,Sun 11/17,Washington(8-3),26
21,1996,Sun 11/17,Philadelphia(7-4),21
22,1996,Sun 11/24,San Francisco(9-3),19
23,1996,Sun 11/24,Washington(8-4),16
24,1996,Thu 11/28,Washington(8-5),10
25,1996,Thu 11/28,Dallas(8-5),21
26,1996,Sun 12/8,Washington(8-6),10
27,1996,Sun 12/8,Tampa Bay(5-9),24
28,1996,Sun 12/15,Washington(8-7),26
29,1996,Sun 12/15,Arizona(7-8),27
30,1996,Sun 12/22,Dallas(10-6),10
31,1996,Sun 12/22,Washington(9-7),37
32,1996,"Friday, August 2, 1996",Washington(1-0),17
33,1996,"Friday, August 2, 1996",Buffalo(0-1),7
34,1996,"Friday, August 9, 1996",Washington(1-1),25
35,1996,"Friday, August 9, 1996",Detroit(1-1),34
36,1996,"Friday, August 16, 1996",Cincinnati(2-1),28
37,1996,"Friday, August 16, 1996",Washington(1-2),7
38,1996,"Friday, August 23, 1996",Washington(1-3),19
39,1996,"Friday, August 23, 1996",New England(3-1),27
