,year,date,team,final
0,2022,Sun 9/11,Jacksonville(0-1),22
1,2022,Sun 9/11,Washington(1-0),28
2,2022,Sun 9/18,Washington(1-1),27
3,2022,Sun 9/18,Detroit(1-1),36
4,2022,Sun 9/25,Philadelphia(3-0),24
5,2022,Sun 9/25,Washington(1-2),8
6,2022,Sun 10/2,Washington(1-3),10
7,2022,Sun 10/2,Dallas(3-1),25
8,2022,Sun 10/9,Tennessee(3-2),21
9,2022,Sun 10/9,Washington(1-4),17
10,2022,Thu 10/13,Washington(2-4),12
11,2022,Thu 10/13,Chicago(2-4),7
12,2022,Sun 10/23,Green Bay(3-4),21
13,2022,Sun 10/23,Washington(3-4),23
14,2022,Sun 10/30,Washington(4-4),17
15,2022,Sun 10/30,Indianapolis(3-4-1),16
16,2022,Sun 11/6,Minnesota(7-1),20
17,2022,Sun 11/6,Washington(4-5),17
18,2022,Mon 11/14,Washington(5-5),32
19,2022,Mon 11/14,Philadelphia(8-1),21
20,2022,Sun 11/20,Washington(6-5),23
21,2022,Sun 11/20,Houston(1-8-1),10
22,2022,Sun 11/27,Atlanta(5-7),13
23,2022,Sun 11/27,Washington(7-5),19
24,2022,Sun 12/4,Washington(7-5-1),20
25,2022,Sun 12/4,NY Giants(7-4-1),20
26,2022,Sun 12/18,NY Giants(8-5-1),20
27,2022,Sun 12/18,Washington(7-6-1),12
28,2022,Sat 12/24,Washington(7-7-1),20
29,2022,Sat 12/24,San Francisco(11-4),37
30,2022,Sun 1/1,Cleveland(7-9),24
31,2022,Sun 1/1,Washington(7-8-1),10
32,2022,Sun 1/8,Dallas(12-5),6
33,2022,Sun 1/8,Washington(8-8-1),26
34,2022,Sat 8/13,Carolina(1-0),23
35,2022,Sat 8/13,Washington(0-1),21
36,2022,Sat 8/20,Washington(0-2),14
37,2022,Sat 8/20,Kansas City(1-1),24
38,2022,Sat 8/27,Washington(0-3),15
39,2022,Sat 8/27,Baltimore(3-0),17
