,year,date,team,final
0,1995,Sun 9/3,Arizona(0-1),7
1,1995,Sun 9/3,Washington(1-0),27
2,1995,Sun 9/10,Oakland(2-0),20
3,1995,Sun 9/10,Washington(1-1),8
4,1995,Sun 9/17,Washington(1-2),31
5,1995,Sun 9/17,Denver(2-1),38
6,1995,Sun 9/24,Washington(1-3),6
7,1995,Sun 9/24,Tampa Bay(2-2),14
8,1995,Sun 10/1,Dallas(4-1),23
9,1995,Sun 10/1,Washington(2-3),27
10,1995,Sun 10/8,Washington(2-4),34
11,1995,Sun 10/8,Philadelphia(3-3),37
12,1995,Sun 10/15,Washington(2-5),20
13,1995,Sun 10/15,Arizona(2-5),24
14,1995,Sun 10/22,Detroit(2-5),30
15,1995,Sun 10/22,Washington(3-5),36
16,1995,Sun 10/29,NY Giants(3-5),24
17,1995,Sun 10/29,Washington(3-6),15
18,1995,Sun 11/5,Washington(3-7),3
19,1995,Sun 11/5,Kansas City(8-1),24
20,1995,Sun 11/19,Seattle(5-6),27
21,1995,Sun 11/19,Washington(3-8),20
22,1995,Sun 11/26,Philadelphia(8-4),14
23,1995,Sun 11/26,Washington(3-9),7
24,1995,Sun 12/3,Washington(4-9),24
25,1995,Sun 12/3,Dallas(10-3),17
26,1995,Sun 12/10,Washington(4-10),13
27,1995,Sun 12/10,NY Giants(5-9),20
28,1995,Sun 12/17,Washington(5-10),35
29,1995,Sun 12/17,St. Louis(7-8),23
30,1995,Sun 12/24,Carolina(7-9),17
31,1995,Sun 12/24,Washington(6-10),20
32,1995,"Saturday, August 5, 1995",Washington(0-1),21
33,1995,"Saturday, August 5, 1995",Kansas City(1-0),37
34,1995,"Saturday, August 12, 1995",Houston(0-2),13
35,1995,"Saturday, August 12, 1995",Washington(1-1),16
36,1995,"Saturday, August 19, 1995",Washington(1-2),13
37,1995,"Saturday, August 19, 1995",Miami(1-2),27
38,1995,"Friday, August 25, 1995",Washington(1-3),23
39,1995,"Friday, August 25, 1995",Green Bay(3-1),35
