,year,date,team,final
0,2002,Sun 9/8,Arizona(0-1),23
1,2002,Sun 9/8,Washington(1-0),31
2,2002,Mon 9/16,Philadelphia(1-1),37
3,2002,Mon 9/16,Washington(1-1),7
4,2002,Sun 9/22,Washington(1-2),10
5,2002,Sun 9/22,San Francisco(2-1),20
6,2002,Sun 10/6,Washington(2-2),31
7,2002,Sun 10/6,Tennessee(1-4),14
8,2002,Sun 10/13,New Orleans(5-1),43
9,2002,Sun 10/13,Washington(2-3),27
10,2002,Sun 10/20,Washington(2-4),9
11,2002,Sun 10/20,Green Bay(6-1),30
12,2002,Sun 10/27,Indianapolis(4-3),21
13,2002,Sun 10/27,Washington(3-4),26
14,2002,Sun 11/3,Washington(4-4),14
15,2002,Sun 11/3,Seattle(2-6),3
16,2002,Sun 11/10,Washington(4-5),7
17,2002,Sun 11/10,Jacksonville(4-5),26
18,2002,Sun 11/17,Washington(4-6),17
19,2002,Sun 11/17,NY Giants(6-4),19
20,2002,Sun 11/24,St. Louis(5-6),17
21,2002,Sun 11/24,Washington(5-6),20
22,2002,Thu 11/28,Washington(5-7),20
23,2002,Thu 11/28,Dallas(5-7),27
24,2002,Sun 12/8,NY Giants(7-6),27
25,2002,Sun 12/8,Washington(5-8),21
26,2002,Sun 12/15,Washington(5-9),21
27,2002,Sun 12/15,Philadelphia(11-3),34
28,2002,Sun 12/22,Houston(4-11),10
29,2002,Sun 12/22,Washington(6-9),26
30,2002,Sun 12/29,Dallas(5-11),14
31,2002,Sun 12/29,Washington(7-9),20
32,2002,"Saturday, August 3, 2002",San Francisco(0-1),7
33,2002,"Saturday, August 3, 2002",Washington(1-0),38
34,2002,"Saturday, August 10, 2002",Washington(2-0),37
35,2002,"Saturday, August 10, 2002",Carolina(0-1),30
36,2002,"Sunday, August 18, 2002",Pittsburgh(0-2),34
37,2002,"Sunday, August 18, 2002",Washington(3-0),35
38,2002,"Saturday, August 24, 2002",Washington(4-0),40
39,2002,"Saturday, August 24, 2002",Tampa Bay(2-1),10
40,2002,"Thursday, August 29, 2002",New England(3-1),28
41,2002,"Thursday, August 29, 2002",Washington(4-1),14
