,year,date,team,final
0,1985,Mon 9/9,Washington(0-1),14
1,1985,Mon 9/9,Dallas(1-0),44
2,1985,Sun 9/15,Houston(1-1),13
3,1985,Sun 9/15,Washington(1-1),16
4,1985,Sun 9/22,Philadelphia(1-2),19
5,1985,Sun 9/22,Washington(1-2),6
6,1985,Sun 9/29,Washington(1-3),10
7,1985,Sun 9/29,Chicago(4-0),45
8,1985,Mon 10/7,St. Louis(3-2),10
9,1985,Mon 10/7,Washington(2-3),27
10,1985,Sun 10/13,Detroit(3-3),3
11,1985,Sun 10/13,Washington(3-3),24
12,1985,Sun 10/20,Washington(3-4),3
13,1985,Sun 10/20,NY Giants(4-3),17
14,1985,Sun 10/27,Washington(4-4),14
15,1985,Sun 10/27,Cleveland(4-4),7
16,1985,Sun 11/3,Washington(5-4),44
17,1985,Sun 11/3,Atlanta(1-8),10
18,1985,Sun 11/10,Dallas(7-3),13
19,1985,Sun 11/10,Washington(5-5),7
20,1985,Mon 11/18,NY Giants(7-4),21
21,1985,Mon 11/18,Washington(6-5),23
22,1985,Sun 11/24,Washington(7-5),30
23,1985,Sun 11/24,Pittsburgh(6-6),23
24,1985,Sun 12/1,San Francisco(8-5),35
25,1985,Sun 12/1,Washington(7-6),8
26,1985,Sun 12/8,Washington(8-6),17
27,1985,Sun 12/8,Philadelphia(6-8),12
28,1985,Sun 12/15,Cincinnati(7-8),24
29,1985,Sun 12/15,Washington(9-6),27
30,1985,Sat 12/21,Washington(10-6),27
31,1985,Sat 12/21,St. Louis(5-11),16
32,1985,"Saturday, August 10, 1985",Washington(1-0),17
33,1985,"Saturday, August 10, 1985",Atlanta(0-1),14
34,1985,"Sunday, August 18, 1985",Washington(2-0),14
35,1985,"Sunday, August 18, 1985",LA Raiders(0-2),9
36,1985,"Friday, August 23, 1985",New England(1-2),36
37,1985,"Friday, August 23, 1985",Washington(3-0),37
38,1985,"Friday, August 30, 1985",Washington(4-0),20
39,1985,"Friday, August 30, 1985",Tampa Bay(1-3),7
