,year,date,team,final
0,2023,Sun 9/10,Arizona(0-1),16
1,2023,Sun 9/10,Washington(1-0),20
2,2023,Sun 9/17,Washington(2-0),35
3,2023,Sun 9/17,Denver(0-2),33
4,2023,Sun 9/24,Buffalo(2-1),37
5,2023,Sun 9/24,Washington(2-1),3
6,2023,Sun 10/1,Washington(2-2),31
7,2023,Sun 10/1,Philadelphia(4-0),34
8,2023,Thu 10/5,Chicago(1-4),40
9,2023,Thu 10/5,Washington(2-3),20
10,2023,Sun 10/15,Washington(3-3),24
11,2023,Sun 10/15,Atlanta(3-3),16
12,2023,Sun 10/22,Washington(3-4),7
13,2023,Sun 10/22,NY Giants(2-5),14
14,2023,Sun 10/29,Philadelphia(7-1),38
15,2023,Sun 10/29,Washington(3-5),31
16,2023,Sun 11/5,Washington(4-5),20
17,2023,Sun 11/5,New England(2-7),17
18,2023,Sun 11/12,Washington(4-6),26
19,2023,Sun 11/12,Seattle(6-3),29
20,2023,Sun 11/19,NY Giants(3-8),31
21,2023,Sun 11/19,Washington(4-7),19
22,2023,Thu 11/23,Washington(4-8),10
23,2023,Thu 11/23,Dallas(8-3),45
24,2023,Sun 12/3,Miami(9-3),45
25,2023,Sun 12/3,Washington(4-9),15
26,2023,Sun 12/17,Washington(4-10),20
27,2023,Sun 12/17,LA Rams(7-7),28
28,2023,Sun 12/24,Washington(4-11),28
29,2023,Sun 12/24,NY Jets(6-9),30
30,2023,Sun 12/31,San Francisco(12-4),27
31,2023,Sun 12/31,Washington(4-12),10
32,2023,Sun 1/7,Dallas(12-5),38
33,2023,Sun 1/7,Washington(4-13),10
34,2023,Fri 8/11,Washington(1-0),17
35,2023,Fri 8/11,Cleveland(1-1),15
36,2023,Mon 8/21,Baltimore(1-1),28
37,2023,Mon 8/21,Washington(2-0),29
38,2023,Sat 8/26,Cincinnati(0-2-1),19
39,2023,Sat 8/26,Washington(3-0),21
